0,4
1,4
2,5
3,5
4,4
5,5
6,1
7,1
8,1
9,1
10,5
11,5
12,5
13,5
14,1
15,3
16,3
17,3
18,0
19,0
20,0
21,0
22,0
23,0
24,3
25,3
26,3
27,3
28,3
29,1
30,1
31,3
32,3
33,3
34,1
35,3
36,3
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,1
51,5
52,1
53,1
54,5
55,5
56,5
57,5
58,1
59,5
60,1
61,1
62,5
63,5
64,5
65,5
66,5
67,5
68,5
69,4
70,4
71,4
72,5
73,5
74,1
75,5
76,1
77,1
78,5
79,5
80,1
81,1
82,1
83,1
84,1
85,3
86,3
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,2
95,2
96,2
97,2
98,0
99,0
100,0
101,0
102,3
103,3
104,3
105,3
106,0
107,3
108,0
109,0
110,3
111,3
112,3
113,3
114,1
115,1
116,1
117,3
118,1
119,3
120,1
121,1
122,1
123,3
124,3
125,1
126,3
127,3
128,3
129,3
130,3
131,3
132,1
133,3
134,3
135,3
136,3
137,3
138,3
139,1
140,1
141,1
142,3
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,3
151,3
152,1
153,1
154,1
155,1
156,1
157,1
158,3
159,3
160,3
161,3
162,0
163,0
164,0
165,0
166,0
167,2
168,0
169,0
170,3
171,1
172,5
173,5
174,1
175,5
176,5
177,5
178,5
179,5
180,5
181,1
182,3
183,3
184,3
185,0
186,0
187,2
188,2
189,2
190,2
191,2
192,0
193,0
194,0
195,0
196,3
197,3
198,3
199,3
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,5
208,1
209,3
210,3
211,1
212,1
213,1
214,1
215,1
216,5
217,5
218,5
219,1
220,1
221,3
222,0
223,3
224,3
225,3
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,3
234,3
235,3
236,0
237,0
238,0
239,0
240,3
241,3
242,3
243,3
244,3
245,1
246,5
247,5
248,5
249,5
250,5
251,5
252,4
253,4
254,5
255,5
256,5
257,5
258,5
259,5
260,5
261,5
262,5
263,5
264,5
265,1
266,3
267,3
268,0
269,0
270,0
271,0
272,2
273,2
274,2
275,2
276,2
277,0
278,3
279,1
280,5
281,5
282,5
283,4
284,4
285,4
286,4
287,4
288,4
289,4
290,4
291,5
292,5
293,5
294,1
295,1
296,1
297,5
298,5
299,5
300,1
301,1
302,5
303,5
304,5
305,5
306,5
307,4
308,4
309,4
310,4
311,4
312,4
313,5
314,5
315,1
316,1
317,3
318,3
319,3
320,3
321,0
322,0
323,0
324,0
325,3
326,3
327,3
328,3
329,3
330,3
331,3
332,0
333,0
334,0
335,0
336,0
337,3
338,3
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,3
348,3
349,1
350,3
351,3
352,3
353,3
354,1
355,3
356,3
357,3
358,3
359,0
360,0
361,3
362,3
363,3
364,3
365,3
366,3
367,1
368,1
369,1
370,3
371,3
372,1
373,5
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,3
385,1
386,3
387,3
388,0
389,0
390,0
391,0
392,2
393,2
394,2
395,2
396,2
397,2
398,2
399,0
400,0
401,0
402,3
403,1
404,1
405,5
406,5
407,5
408,5
409,1
410,1
411,1
412,1
413,5
414,1
415,1
416,1
417,1
418,5
419,4
420,5
421,5
422,5
423,5
424,5
425,5
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,5
434,1
435,1
436,1
437,3
438,3
439,3
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,2
451,2
452,2
453,0
454,0
455,0
456,0
457,3
458,3
459,1
460,5
461,4
462,4
463,5
464,5
465,4
466,4
467,4
468,4
469,4
470,5
471,5
472,5
473,1
474,1
475,1
476,1
477,1
478,1
479,3
480,3
481,3
482,3
483,3
484,3
485,3
486,3
487,3
488,3
489,3
490,3
491,3
492,3
493,3
494,3
495,3
496,3
497,0
498,0
499,0
500,3
501,0
502,0
503,2
504,2
505,2
506,0
507,0
508,0
509,0
510,3
511,3
512,1
513,1
514,1
515,1
516,3
517,3
518,3
519,0
520,0
521,3
522,3
523,3
524,3
525,3
526,3
527,3
528,3
529,3
530,3
531,3
532,3
533,3
534,3
535,3
536,3
537,0
538,0
539,0
540,0
541,0
542,3
543,3
544,3
545,3
546,1
547,5
548,5
549,5
550,5
551,5
552,5
553,5
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,5
564,1
565,1
566,1
567,3
568,0
569,0
570,2
571,2
572,2
573,2
574,2
575,2
576,2
577,2
578,0
579,0
580,0
581,1
582,5
583,4
584,4
585,4
586,4
587,4
588,4
589,4
590,5
591,5
592,5
593,5
594,5
595,5
596,5
597,5
598,4
599,4
600,4
601,4
602,5
603,5
604,5
605,5
606,1
607,1
608,1
609,5
610,5
611,5
612,5
613,1
614,1
615,1
616,1
617,1
618,3
619,1
620,1
621,1
622,1
623,1
624,1
625,3
626,3
627,3
628,3
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,3
639,1
640,1
641,1
642,3
643,3
644,3
645,3
646,3
647,3
648,3
649,3
650,3
651,3
652,3
653,3
654,3
655,0
656,0
657,0
658,0
659,0
660,0
661,3
662,3
663,3
664,3
665,3
666,1
667,1
668,1
669,1
670,5
671,5
672,5
673,5
674,5
675,1
676,1
677,3
678,3
679,3
680,0
681,0
682,0
683,0
684,0
685,3
686,1
687,1
688,1
689,1
690,5
691,5
692,5
693,4
694,4
695,4
696,4
697,4
698,4
699,5
700,5
701,5
702,1
703,1
704,1
705,1
706,1
707,5
708,5
709,5
710,5
711,1
712,3
713,3
714,3
715,3
716,0
717,0
718,2
719,2
720,2
721,0
722,0
723,3
724,1
725,5
726,5
727,4
728,4
729,4
730,4
731,4
732,4
733,5
734,5
735,5
736,1
737,1
738,1
739,5
740,5
741,5
742,5
743,5
744,5
745,5
746,5
747,1
748,1
749,3
750,3
751,3
752,3
753,3
754,3
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,5
770,1
771,3
772,3
773,3
774,1
775,1
776,3
777,3
778,0
779,0
780,3
781,3
782,3
783,0
784,0
785,0
786,2
787,2
788,2
789,2
790,2
791,2
792,2
793,2
794,2
795,0
796,3
797,1
798,1
799,1
800,1
801,5
802,5
803,1
804,1
805,1
806,3
807,3
808,3
809,3
810,3
811,1
812,1
813,1
814,5
815,5
816,5
817,5
818,5
819,1
820,1
821,3
822,3
823,3
824,3
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,3
833,3
834,3
835,3
836,3
837,3
838,3
839,3
840,0
841,3
842,3
843,3
844,1
845,1
846,1
847,5
848,5
849,4
850,4
851,5
852,5
853,5
854,5
855,5
856,1
857,1
858,1
859,1
860,1
861,5
862,5
863,5
864,5
865,5
866,5
867,5
868,5
869,5
870,5
871,5
872,5
873,5
874,5
875,5
876,5
877,1
878,1
879,3
880,3
